SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,SEASON
22024,203999,0022401102,"Apr 01, 2025",DEN vs. MIN,L,53,18,29,0.621,6,11,0.545,19,24,0.792,2,8,10,10,2,0,4,5,61,2,1,Nikola Jokic,2024-25
22024,203999,0022401073,"Mar 28, 2025",DEN vs. UTA,W,32,8,18,0.444,1,5,0.2,10,12,0.833,5,9,14,6,4,0,3,0,27,28,1,Nikola Jokic,2024-25
22024,203999,0022401057,"Mar 26, 2025",DEN vs. MIL,W,38,16,25,0.64,3,6,0.5,4,7,0.571,2,8,10,10,0,0,3,2,39,14,1,Nikola Jokic,2024-25
22024,203999,0022400975,"Mar 15, 2025",DEN vs. WAS,L,39,16,30,0.533,1,8,0.125,7,7,1.0,3,10,13,9,1,2,3,3,40,6,1,Nikola Jokic,2024-25
22024,203999,0022400965,"Mar 14, 2025",DEN vs. LAL,W,38,8,16,0.5,0,4,0.0,12,17,0.706,1,6,7,5,3,1,4,5,28,2,1,Nikola Jokic,2024-25
22024,203999,0022400952,"Mar 12, 2025",DEN vs. MIN,L,38,13,23,0.565,2,6,0.333,6,8,0.75,3,5,8,4,1,0,3,3,34,-24,1,Nikola Jokic,2024-25
22024,203999,0022400936,"Mar 10, 2025",DEN @ OKC,W,40,15,20,0.75,1,2,0.5,4,5,0.8,2,16,18,8,1,1,1,4,35,8,1,Nikola Jokic,2024-25
22024,203999,0022400920,"Mar 09, 2025",DEN @ OKC,L,41,10,23,0.435,2,10,0.2,2,6,0.333,2,11,13,9,1,3,2,3,24,-13,1,Nikola Jokic,2024-25
22024,203999,0022400909,"Mar 07, 2025",DEN vs. PHX,W,45,13,22,0.591,3,7,0.429,2,3,0.667,4,17,21,22,3,0,4,3,31,8,1,Nikola Jokic,2024-25
22024,203999,0022400896,"Mar 05, 2025",DEN vs. SAC,W,38,9,18,0.5,0,2,0.0,4,6,0.667,5,10,15,6,1,0,7,3,22,-7,1,Nikola Jokic,2024-25
22024,203999,0022400866,"Mar 02, 2025",DEN @ BOS,L,39,9,15,0.6,2,3,0.667,0,0,0.0,3,11,14,9,2,0,2,2,20,0,1,Nikola Jokic,2024-25
22024,203999,0022400850,"Feb 28, 2025",DEN @ DET,W,34,6,12,0.5,0,3,0.0,11,12,0.917,0,17,17,15,1,2,7,2,23,33,1,Nikola Jokic,2024-25
22024,203999,0022400846,"Feb 27, 2025",DEN @ MIL,L,38,13,16,0.813,1,2,0.5,5,7,0.714,1,13,14,10,1,0,5,4,32,-5,1,Nikola Jokic,2024-25
22024,203999,0022400822,"Feb 24, 2025",DEN @ IND,W,39,9,14,0.643,0,1,0.0,0,0,0.0,0,9,9,19,3,1,4,1,18,17,1,Nikola Jokic,2024-25
22024,203999,0022400808,"Feb 22, 2025",DEN vs. LAL,L,35,2,7,0.286,0,1,0.0,8,10,0.8,4,9,13,10,1,0,6,3,12,-11,1,Nikola Jokic,2024-25
22024,203999,0022400794,"Feb 20, 2025",DEN vs. CHA,W,37,11,22,0.5,6,14,0.429,1,2,0.5,4,13,17,9,1,1,2,1,29,14,1,Nikola Jokic,2024-25
22024,203999,0022400780,"Feb 12, 2025",DEN vs. POR,W,36,11,20,0.55,0,3,0.0,4,4,1.0,3,12,15,10,2,0,4,4,26,6,1,Nikola Jokic,2024-25
22024,203999,0022400763,"Feb 10, 2025",DEN vs. POR,W,31,15,22,0.682,2,7,0.286,8,8,1.0,1,6,7,8,3,1,5,2,40,22,1,Nikola Jokic,2024-25
22024,203999,0022400749,"Feb 08, 2025",DEN @ PHX,W,29,11,13,0.846,1,2,0.5,3,3,1.0,4,7,11,9,0,0,2,4,26,19,1,Nikola Jokic,2024-25
22024,203999,0022400730,"Feb 06, 2025",DEN vs. ORL,W,31,11,16,0.688,2,4,0.5,4,6,0.667,0,10,10,12,2,0,3,2,28,22,1,Nikola Jokic,2024-25
22024,203999,0022400726,"Feb 05, 2025",DEN vs. NOP,W,36,15,28,0.536,5,13,0.385,3,3,1.0,2,6,8,10,1,1,1,3,38,24,1,Nikola Jokic,2024-25
22024,203999,0022400706,"Feb 03, 2025",DEN vs. NOP,W,36,9,13,0.692,1,3,0.333,8,10,0.8,1,13,14,10,1,2,1,2,27,11,1,Nikola Jokic,2024-25
22024,203999,0022400688,"Feb 01, 2025",DEN @ CHA,W,37,9,17,0.529,2,7,0.286,8,9,0.889,1,12,13,17,4,1,4,2,28,-2,1,Nikola Jokic,2024-25
22024,203999,0022400681,"Jan 31, 2025",DEN @ PHI,W,37,11,16,0.688,2,3,0.667,4,5,0.8,2,7,9,13,2,0,6,3,28,0,1,Nikola Jokic,2024-25
22024,203999,0022400668,"Jan 29, 2025",DEN @ NYK,L,33,6,15,0.4,3,7,0.429,2,2,1.0,0,6,6,6,2,1,2,3,17,-3,1,Nikola Jokic,2024-25
22024,203999,0022400655,"Jan 27, 2025",DEN @ CHI,L,40,15,21,0.714,1,4,0.25,2,2,1.0,2,10,12,14,1,1,4,1,33,1,1,Nikola Jokic,2024-25
22024,203999,0022400634,"Jan 25, 2025",DEN @ MIN,L,32,9,13,0.692,2,4,0.5,0,1,0.0,1,2,3,11,0,0,7,0,20,-24,1,Nikola Jokic,2024-25
22024,203999,0022400626,"Jan 23, 2025",DEN vs. SAC,W,37,12,19,0.632,2,3,0.667,9,10,0.9,3,19,22,17,1,2,1,5,35,11,1,Nikola Jokic,2024-25
22024,203999,0022400609,"Jan 21, 2025",DEN vs. PHI,W,30,10,15,0.667,2,3,0.667,5,5,1.0,5,8,13,10,4,1,2,1,27,21,1,Nikola Jokic,2024-25
22024,203999,0022400593,"Jan 19, 2025",DEN @ ORL,W,30,7,9,0.778,0,0,0.0,6,7,0.857,1,13,14,10,3,3,2,0,20,20,1,Nikola Jokic,2024-25
22024,203999,0022400579,"Jan 17, 2025",DEN @ MIA,W,31,9,12,0.75,1,2,0.5,5,5,1.0,2,10,12,10,1,0,2,1,24,6,1,Nikola Jokic,2024-25
22024,203999,0022400559,"Jan 14, 2025",DEN @ DAL,W,29,4,7,0.571,1,2,0.5,1,2,0.5,2,12,14,10,2,0,1,3,10,23,1,Nikola Jokic,2024-25
22024,203999,0022400540,"Jan 12, 2025",DEN @ DAL,W,39,6,13,0.462,0,2,0.0,7,9,0.778,4,14,18,9,3,0,4,4,19,-2,1,Nikola Jokic,2024-25
22024,203999,0022400531,"Jan 10, 2025",DEN vs. BKN,W,38,14,21,0.667,1,1,1.0,6,8,0.75,5,7,12,15,4,0,1,1,35,33,1,Nikola Jokic,2024-25
22024,203999,0022400484,"Jan 04, 2025",DEN @ SAS,W,43,19,35,0.543,3,8,0.375,5,6,0.833,4,5,9,10,2,2,2,3,46,7,1,Nikola Jokic,2024-25
22024,203999,0022400475,"Jan 03, 2025",DEN vs. SAS,L,37,15,36,0.417,3,10,0.3,8,9,0.889,4,14,18,9,2,0,2,3,41,7,1,Nikola Jokic,2024-25
22024,203999,0022400461,"Jan 01, 2025",DEN vs. ATL,W,30,8,16,0.5,1,1,1.0,6,6,1.0,3,14,17,15,0,1,2,2,23,31,1,Nikola Jokic,2024-25
22024,203999,0022400445,"Dec 30, 2024",DEN @ UTA,W,38,14,33,0.424,3,9,0.333,5,6,0.833,7,15,22,11,4,0,2,0,36,20,1,Nikola Jokic,2024-25
22024,203999,0022400432,"Dec 28, 2024",DEN vs. DET,W,37,11,17,0.647,4,5,0.8,11,14,0.786,1,8,9,8,0,0,2,4,37,25,1,Nikola Jokic,2024-25
22024,203999,0022400424,"Dec 27, 2024",DEN vs. CLE,L,36,12,19,0.632,0,3,0.0,3,4,0.75,3,11,14,13,3,0,1,1,27,-15,1,Nikola Jokic,2024-25
22024,203999,0022400409,"Dec 25, 2024",DEN @ PHX,L,38,10,19,0.526,2,7,0.286,3,4,0.75,5,10,15,2,2,0,2,1,25,-3,1,Nikola Jokic,2024-25
22024,203999,0022400402,"Dec 23, 2024",DEN vs. PHX,W,30,12,17,0.706,4,6,0.667,4,5,0.8,0,2,2,7,0,0,1,1,32,19,1,Nikola Jokic,2024-25
22024,203999,0022400390,"Dec 22, 2024",DEN @ NOP,W,43,11,20,0.55,2,3,0.667,3,5,0.6,2,11,13,10,1,1,3,5,27,6,1,Nikola Jokic,2024-25
22024,203999,0022400371,"Dec 19, 2024",DEN @ POR,L,37,13,18,0.722,4,6,0.667,4,4,1.0,0,6,6,8,1,0,3,4,34,-5,1,Nikola Jokic,2024-25
22024,203999,0022401225,"Dec 16, 2024",DEN @ SAC,W,38,8,19,0.421,1,6,0.167,3,4,0.75,2,12,14,13,2,1,5,0,20,4,1,Nikola Jokic,2024-25
22024,203999,0022401213,"Dec 13, 2024",DEN vs. LAC,W,30,6,9,0.667,2,2,1.0,2,4,0.5,0,7,7,2,2,0,5,2,16,14,1,Nikola Jokic,2024-25
22024,203999,0022400350,"Dec 08, 2024",DEN @ ATL,W,35,17,29,0.586,3,6,0.5,11,13,0.846,3,11,14,8,3,0,3,2,48,25,1,Nikola Jokic,2024-25
22024,203999,0022400341,"Dec 07, 2024",DEN @ WAS,L,39,22,39,0.564,3,6,0.5,9,13,0.692,7,9,16,8,1,0,5,5,56,-1,1,Nikola Jokic,2024-25
22024,203999,0022400325,"Dec 05, 2024",DEN @ CLE,L,39,13,26,0.5,0,3,0.0,1,1,1.0,3,17,20,11,3,0,3,3,27,-8,1,Nikola Jokic,2024-25
22024,203999,0022400058,"Dec 03, 2024",DEN vs. GSW,W,40,14,24,0.583,3,4,0.75,7,9,0.778,2,8,10,6,5,1,4,1,38,23,1,Nikola Jokic,2024-25
22024,203999,0022400314,"Dec 01, 2024",DEN @ LAC,L,39,12,24,0.5,2,7,0.286,2,4,0.5,3,11,14,11,1,1,5,3,28,-7,1,Nikola Jokic,2024-25
22024,203999,0022400298,"Nov 27, 2024",DEN @ UTA,W,34,13,19,0.684,2,3,0.667,2,3,0.667,3,7,10,7,1,1,1,1,30,20,1,Nikola Jokic,2024-25
22024,203999,0022400283,"Nov 25, 2024",DEN vs. NYK,L,32,9,20,0.45,2,7,0.286,2,2,1.0,3,4,7,7,1,0,0,1,22,-20,1,Nikola Jokic,2024-25
22024,203999,0022400270,"Nov 23, 2024",DEN @ LAL,W,37,12,20,0.6,3,7,0.429,7,8,0.875,2,11,13,8,2,1,6,3,34,39,1,Nikola Jokic,2024-25
22024,203999,0022400033,"Nov 22, 2024",DEN vs. DAL,L,39,13,22,0.591,2,2,1.0,5,7,0.714,6,11,17,10,0,0,3,0,33,4,1,Nikola Jokic,2024-25
22024,203999,0022400208,"Nov 10, 2024",DEN vs. DAL,W,38,13,21,0.619,3,3,1.0,8,8,1.0,8,10,18,15,3,0,4,2,37,13,1,Nikola Jokic,2024-25
22024,203999,0022400194,"Nov 08, 2024",DEN vs. MIA,W,40,11,13,0.846,1,1,1.0,7,7,1.0,2,9,11,14,2,0,5,2,30,26,1,Nikola Jokic,2024-25
22024,203999,0022400177,"Nov 06, 2024",DEN vs. OKC,W,39,9,20,0.45,1,3,0.333,4,6,0.667,7,13,20,16,2,2,5,2,23,8,1,Nikola Jokic,2024-25
22024,203999,0022400166,"Nov 04, 2024",DEN vs. TOR,W,38,10,22,0.455,1,5,0.2,7,8,0.875,5,9,14,13,1,2,7,2,28,-1,1,Nikola Jokic,2024-25
22024,203999,0022400148,"Nov 02, 2024",DEN vs. UTA,W,30,10,18,0.556,3,4,0.75,4,4,1.0,5,11,16,9,1,0,5,1,27,31,1,Nikola Jokic,2024-25
22024,203999,0022400139,"Nov 01, 2024",DEN @ MIN,L,40,8,16,0.5,2,3,0.667,8,10,0.8,2,7,9,13,3,1,3,1,26,6,1,Nikola Jokic,2024-25
22024,203999,0022400113,"Oct 29, 2024",DEN @ BKN,W,41,9,16,0.563,0,0,0.0,11,13,0.846,6,12,18,16,0,1,1,3,29,8,1,Nikola Jokic,2024-25
22024,203999,0022400107,"Oct 28, 2024",DEN @ TOR,W,44,18,27,0.667,3,5,0.6,1,2,0.5,3,7,10,4,1,2,3,2,40,9,1,Nikola Jokic,2024-25
22024,203999,0022400087,"Oct 26, 2024",DEN vs. LAC,L,37,14,26,0.538,7,12,0.583,6,8,0.75,3,6,9,4,2,1,5,2,41,7,1,Nikola Jokic,2024-25
22024,203999,0022400075,"Oct 24, 2024",DEN vs. OKC,L,35,6,13,0.462,1,3,0.333,3,4,0.75,4,8,12,13,2,1,3,3,16,-9,1,Nikola Jokic,2024-25
22025,203954,0022500715,"Feb 02, 2026",PHI @ LAC,W,32,8,19,0.421,1,2,0.5,7,7,1.0,0,5,5,3,1,0,1,4,24,2,1,Joel Embiid,2025-26
22025,203954,0022500699,"Jan 31, 2026",PHI vs. NOP,W,39,13,27,0.481,3,5,0.6,11,14,0.786,4,7,11,4,1,2,5,2,40,16,1,Joel Embiid,2025-26
22025,203954,0022500680,"Jan 29, 2026",PHI vs. SAC,W,36,13,21,0.619,1,2,0.5,10,13,0.769,0,5,5,8,1,1,2,3,37,9,1,Joel Embiid,2025-26
22025,203954,0022500666,"Jan 27, 2026",PHI vs. MIL,W,29,11,24,0.458,1,4,0.25,6,6,1.0,6,3,9,5,1,0,2,2,29,6,1,Joel Embiid,2025-26
22025,203954,0022500643,"Jan 24, 2026",PHI vs. NYK,L,36,13,21,0.619,3,5,0.6,9,12,0.75,3,8,11,5,0,1,4,2,38,-3,1,Joel Embiid,2025-26
22025,203954,0022500628,"Jan 22, 2026",PHI vs. HOU,W,46,10,19,0.526,1,3,0.333,11,12,0.917,3,12,15,10,1,1,5,1,32,21,1,Joel Embiid,2025-26
22025,203954,0022500609,"Jan 19, 2026",PHI vs. IND,W,33,10,17,0.588,1,1,1.0,9,10,0.9,2,7,9,4,0,0,1,1,30,3,1,Joel Embiid,2025-26
22025,203954,0022500589,"Jan 16, 2026",PHI vs. CLE,L,33,10,22,0.455,2,3,0.667,11,12,0.917,3,2,5,3,0,1,1,0,33,9,1,Joel Embiid,2025-26
22025,203954,0022500572,"Jan 14, 2026",PHI vs. CLE,L,25,7,14,0.5,2,5,0.4,4,4,1.0,2,2,4,3,1,1,6,0,20,-18,1,Joel Embiid,2025-26
22025,203954,0022500560,"Jan 12, 2026",PHI @ TOR,W,36,9,17,0.529,1,6,0.167,8,8,1.0,2,6,8,4,2,0,7,1,27,12,1,Joel Embiid,2025-26
22025,203954,0022500533,"Jan 09, 2026",PHI @ ORL,W,31,7,17,0.412,0,3,0.0,8,9,0.889,3,6,9,3,1,1,4,2,22,4,1,Joel Embiid,2025-26
22025,203954,0022500518,"Jan 07, 2026",PHI vs. WAS,W,25,10,14,0.714,1,2,0.5,7,8,0.875,0,7,7,2,0,2,2,3,28,27,1,Joel Embiid,2025-26
22025,203954,0022500507,"Jan 05, 2026",PHI vs. DEN,L,40,13,22,0.591,1,4,0.25,5,5,1.0,6,4,10,2,0,1,6,2,32,8,1,Joel Embiid,2025-26
22025,203954,0022500487,"Jan 03, 2026",PHI @ NYK,W,33,9,15,0.6,0,1,0.0,8,12,0.667,2,8,10,5,0,0,3,4,26,9,1,Joel Embiid,2025-26
22025,203954,0022500473,"Jan 01, 2026",PHI @ DAL,W,35,9,18,0.5,0,3,0.0,4,5,0.8,0,4,4,6,0,1,2,1,22,9,1,Joel Embiid,2025-26
22025,203954,0022500458,"Dec 30, 2025",PHI @ MEM,W,38,11,28,0.393,1,6,0.167,11,12,0.917,5,5,10,8,1,2,4,5,34,-5,1,Joel Embiid,2025-26
22025,203954,0022500427,"Dec 26, 2025",PHI @ CHI,L,32,10,19,0.526,2,4,0.5,9,9,1.0,1,4,5,1,0,1,2,2,31,2,1,Joel Embiid,2025-26
22025,203954,0022500410,"Dec 23, 2025",PHI vs. BKN,L,31,8,13,0.615,1,1,1.0,10,12,0.833,1,5,6,4,0,2,3,5,27,1,1,Joel Embiid,2025-26
22025,203954,0022501217,"Dec 14, 2025",PHI @ ATL,L,30,8,20,0.4,1,3,0.333,5,6,0.833,6,8,14,1,1,2,3,2,22,-8,1,Joel Embiid,2025-26
22025,203954,0022501211,"Dec 12, 2025",PHI vs. IND,W,32,12,23,0.522,2,8,0.25,13,18,0.722,2,7,9,3,1,0,3,3,39,16,1,Joel Embiid,2025-26
22025,203954,0022500362,"Dec 07, 2025",PHI vs. LAL,L,30,4,21,0.19,0,6,0.0,8,8,1.0,2,5,7,2,1,1,0,1,16,11,1,Joel Embiid,2025-26
22025,203954,0022500333,"Dec 04, 2025",PHI vs. GSW,W,25,5,13,0.385,0,5,0.0,2,2,1.0,0,6,6,3,0,1,3,1,12,2,1,Joel Embiid,2025-26
22025,203954,0022500304,"Nov 30, 2025",PHI vs. ATL,L,30,6,14,0.429,0,3,0.0,6,8,0.75,1,3,4,2,1,1,2,2,18,-11,1,Joel Embiid,2025-26
22025,203954,0022500184,"Nov 08, 2025",PHI vs. TOR,W,26,10,16,0.625,1,4,0.25,8,9,0.889,2,4,6,4,0,1,2,3,29,15,1,Joel Embiid,2025-26
22025,203954,0022500167,"Nov 04, 2025",PHI @ CHI,L,26,7,21,0.333,1,6,0.167,5,6,0.833,2,4,6,2,3,4,3,2,20,1,1,Joel Embiid,2025-26
22025,203954,0022500021,"Oct 31, 2025",PHI vs. BOS,L,25,6,13,0.462,1,2,0.5,7,7,1.0,1,5,6,3,0,2,4,2,20,2,1,Joel Embiid,2025-26
22025,203954,0022500123,"Oct 28, 2025",PHI @ WAS,W,23,9,17,0.529,3,6,0.5,4,6,0.667,3,4,7,5,0,1,3,4,25,9,1,Joel Embiid,2025-26
22025,203954,0022500102,"Oct 25, 2025",PHI vs. CHA,W,20,7,11,0.636,3,6,0.5,3,5,0.6,0,2,2,4,2,0,4,0,20,-2,1,Joel Embiid,2025-26
22025,203954,0022500083,"Oct 22, 2025",PHI @ BOS,W,20,1,9,0.111,0,4,0.0,2,2,1.0,1,5,6,2,0,1,0,2,4,-16,1,Joel Embiid,2025-26
22024,203954,0022400807,"Feb 22, 2025",PHI vs. BKN,L,31,4,13,0.308,0,6,0.0,6,6,1.0,2,5,7,5,0,1,3,1,14,-7,1,Joel Embiid,2024-25
22024,203954,0022400789,"Feb 20, 2025",PHI vs. BOS,L,27,3,9,0.333,0,2,0.0,9,9,1.0,1,2,3,4,0,0,2,2,15,-20,1,Joel Embiid,2024-25
22024,203954,0022400764,"Feb 11, 2025",PHI vs. TOR,L,38,8,19,0.421,1,5,0.2,10,13,0.769,5,7,12,4,1,1,4,1,27,1,1,Joel Embiid,2024-25
22024,203954,0022400754,"Feb 09, 2025",PHI @ MIL,L,30,7,14,0.5,4,7,0.571,9,10,0.9,2,10,12,6,1,1,5,4,27,-6,1,Joel Embiid,2024-25
22024,203954,0022400738,"Feb 07, 2025",PHI @ DET,L,30,7,18,0.389,1,4,0.25,8,10,0.8,0,7,7,6,0,2,2,3,23,-19,1,Joel Embiid,2024-25
22024,203954,0022400712,"Feb 04, 2025",PHI vs. DAL,W,36,12,23,0.522,1,4,0.25,4,9,0.444,4,7,11,10,1,0,5,2,29,-12,1,Joel Embiid,2024-25
22024,203954,0022400478,"Jan 04, 2025",PHI @ BKN,W,29,8,16,0.5,2,3,0.667,10,10,1.0,1,11,12,6,0,0,3,2,28,22,1,Joel Embiid,2024-25
22024,203954,0022400467,"Jan 02, 2025",PHI @ GSW,L,31,8,19,0.421,1,3,0.333,11,14,0.786,3,11,14,2,1,2,2,2,28,-25,1,Joel Embiid,2024-25
22024,203954,0022400447,"Dec 30, 2024",PHI @ POR,W,36,12,21,0.571,1,1,1.0,12,13,0.923,3,6,9,3,0,0,4,2,37,26,1,Joel Embiid,2024-25
22024,203954,0022400433,"Dec 28, 2024",PHI @ UTA,W,35,10,21,0.476,1,4,0.25,11,13,0.846,2,3,5,4,4,3,4,1,32,8,1,Joel Embiid,2024-25
22024,203954,0022400407,"Dec 25, 2024",PHI @ BOS,W,31,8,15,0.533,4,5,0.8,7,7,1.0,1,8,9,2,0,0,2,3,27,-18,1,Joel Embiid,2024-25
22024,203954,0022400394,"Dec 23, 2024",PHI vs. SAS,W,14,2,8,0.25,1,4,0.25,4,4,1.0,0,3,3,1,2,0,2,3,9,1,1,Joel Embiid,2024-25
22024,203954,0022400373,"Dec 20, 2024",PHI vs. CHA,W,31,12,24,0.5,2,4,0.5,8,9,0.889,3,2,5,9,2,2,4,1,34,18,1,Joel Embiid,2024-25
22024,203954,0022401209,"Dec 13, 2024",PHI vs. IND,L,17,4,9,0.444,1,2,0.5,3,4,0.75,1,3,4,5,0,0,1,0,12,-11,1,Joel Embiid,2024-25
22024,203954,0022400347,"Dec 08, 2024",PHI @ CHI,W,33,13,28,0.464,0,5,0.0,5,6,0.833,3,9,12,4,0,2,6,4,31,16,1,Joel Embiid,2024-25
22024,203954,0022400255,"Nov 20, 2024",PHI @ MEM,L,35,10,21,0.476,1,5,0.2,14,14,1.0,2,9,11,2,1,1,3,5,35,7,1,Joel Embiid,2024-25
22024,203954,0022400245,"Nov 18, 2024",PHI @ MIA,L,31,5,11,0.455,1,3,0.333,0,0,0.0,1,7,8,5,0,1,2,1,11,-22,1,Joel Embiid,2024-25
22024,203954,0022400010,"Nov 15, 2024",PHI @ ORL,L,33,5,15,0.333,0,5,0.0,10,10,1.0,1,7,8,2,1,1,6,2,20,-9,1,Joel Embiid,2024-25
22024,203954,0022400004,"Nov 12, 2024",PHI vs. NYK,L,26,2,11,0.182,1,5,0.2,8,8,1.0,1,2,3,5,0,1,2,3,13,-7,1,Joel Embiid,2024-25
22025,203076,0022500531,"Jan 08, 2026",DAL @ UTA,L,35,10,20,0.5,0,2,0.0,1,1,1.0,2,9,11,4,1,1,2,0,21,-6,1,Anthony Davis,2025-26
22025,203076,0022500515,"Jan 06, 2026",DAL @ SAC,W,36,7,23,0.304,0,1,0.0,5,7,0.714,3,13,16,2,0,2,3,1,19,-6,1,Anthony Davis,2025-26
22025,203076,0022500491,"Jan 03, 2026",DAL vs. HOU,W,39,9,15,0.6,0,2,0.0,8,9,0.889,1,11,12,3,0,5,5,2,26,-4,1,Anthony Davis,2025-26
22025,203076,0022500473,"Jan 01, 2026",DAL vs. PHI,L,37,6,13,0.462,0,1,0.0,1,2,0.5,3,5,8,2,1,0,3,3,13,-14,1,Anthony Davis,2025-26
22025,203076,0022500011,"Dec 25, 2025",DAL @ GSW,L,11,1,4,0.25,0,0,0.0,1,4,0.25,0,3,3,0,1,2,0,0,3,6,1,Anthony Davis,2025-26
22025,203076,0022500415,"Dec 23, 2025",DAL vs. DEN,W,36,12,19,0.632,1,2,0.5,6,6,1.0,4,5,9,4,3,0,1,3,31,3,1,Anthony Davis,2025-26
22025,203076,0022500404,"Dec 22, 2025",DAL @ NOP,L,35,16,28,0.571,1,3,0.333,2,3,0.667,6,11,17,2,1,1,4,4,35,-11,1,Anthony Davis,2025-26
22025,203076,0022500387,"Dec 20, 2025",DAL @ PHI,L,34,11,20,0.55,0,2,0.0,2,2,1.0,5,10,15,2,0,1,1,3,24,-2,1,Anthony Davis,2025-26
22025,203076,0022500376,"Dec 18, 2025",DAL vs. DET,W,37,7,18,0.389,1,2,0.5,0,0,0.0,3,11,14,2,0,3,2,2,15,6,1,Anthony Davis,2025-26
22025,203076,0022501214,"Dec 12, 2025",DAL vs. BKN,W,33,10,21,0.476,0,1,0.0,4,5,0.8,5,9,14,3,3,2,3,3,24,6,1,Anthony Davis,2025-26
22025,203076,0022500356,"Dec 06, 2025",DAL vs. HOU,W,30,14,19,0.737,0,1,0.0,1,2,0.5,2,6,8,2,2,1,0,3,29,11,1,Anthony Davis,2025-26
22025,203076,0022500349,"Dec 05, 2025",DAL @ OKC,L,24,1,9,0.111,0,0,0.0,0,2,0.0,4,4,8,6,0,1,2,1,2,-18,1,Anthony Davis,2025-26
22025,203076,0022500332,"Dec 03, 2025",DAL vs. MIA,W,28,7,17,0.412,2,4,0.5,1,2,0.5,1,16,17,4,1,3,4,0,17,5,1,Anthony Davis,2025-26
22025,203076,0022500315,"Dec 01, 2025",DAL @ DEN,W,32,13,23,0.565,2,4,0.5,4,5,0.8,4,9,13,4,1,2,0,2,32,5,1,Anthony Davis,2025-26
22025,203076,0022500078,"Nov 28, 2025",DAL @ LAL,L,28,6,10,0.6,0,1,0.0,0,0,0.0,2,3,5,5,0,3,0,2,12,-4,1,Anthony Davis,2025-26
22025,203076,0022500133,"Oct 29, 2025",DAL vs. IND,W,7,2,4,0.5,0,0,0.0,0,0,0.0,1,3,4,0,1,0,2,0,4,-3,1,Anthony Davis,2025-26
22025,203076,0022500119,"Oct 27, 2025",DAL vs. OKC,L,38,10,16,0.625,1,2,0.5,5,5,1.0,3,8,11,3,0,1,1,4,26,3,1,Anthony Davis,2025-26
22025,203076,0022500111,"Oct 26, 2025",DAL vs. TOR,W,35,11,14,0.786,0,1,0.0,3,8,0.375,6,4,10,3,3,2,3,2,25,0,1,Anthony Davis,2025-26
22025,203076,0022500096,"Oct 24, 2025",DAL vs. WAS,L,38,9,19,0.474,0,4,0.0,9,12,0.75,3,10,13,4,2,2,5,3,27,-3,1,Anthony Davis,2025-26
22025,203076,0022500004,"Oct 22, 2025",DAL vs. SAS,L,32,7,22,0.318,2,4,0.5,6,6,1.0,4,9,13,1,2,1,0,4,22,-24,1,Anthony Davis,2025-26
22024,203076,0022401178,"Apr 11, 2025",DAL vs. TOR,W,30,10,18,0.556,1,5,0.2,2,2,1.0,3,10,13,10,0,7,2,1,23,21,1,Anthony Davis,2024-25
22024,203076,0022401159,"Apr 09, 2025",DAL vs. LAL,L,33,5,13,0.385,0,2,0.0,3,5,0.6,2,9,11,6,0,1,4,2,13,-10,1,Anthony Davis,2024-25
22024,203076,0022401132,"Apr 05, 2025",DAL @ LAC,L,27,8,19,0.421,1,5,0.2,10,13,0.769,2,7,9,0,1,0,6,3,27,-16,1,Anthony Davis,2024-25
22024,203076,0022401109,"Apr 02, 2025",DAL vs. ATL,W,30,14,23,0.609,2,4,0.5,4,4,1.0,2,13,15,2,1,5,4,2,34,3,1,Anthony Davis,2024-25
22024,203076,0022401095,"Mar 31, 2025",DAL vs. BKN,L,28,5,10,0.5,0,1,0.0,2,4,0.5,0,7,7,5,0,1,1,4,12,7,1,Anthony Davis,2024-25
22024,203076,0022401077,"Mar 29, 2025",DAL @ CHI,W,30,7,23,0.304,0,4,0.0,4,7,0.571,1,6,7,5,1,2,0,2,18,-13,1,Anthony Davis,2024-25
22024,203076,0022401060,"Mar 27, 2025",DAL @ ORL,W,29,5,19,0.263,1,5,0.2,4,7,0.571,1,6,7,2,1,0,0,1,15,-9,1,Anthony Davis,2024-25
22024,203076,0022401040,"Mar 24, 2025",DAL @ BKN,W,27,6,9,0.667,0,2,0.0,0,0,0.0,0,6,6,3,1,1,2,1,12,12,1,Anthony Davis,2024-25
22024,203076,0022400741,"Feb 08, 2025",DAL vs. HOU,W,31,10,18,0.556,2,2,1.0,4,6,0.667,4,12,16,7,0,3,1,0,26,9,1,Anthony Davis,2024-25
22024,203076,0022400660,"Jan 28, 2025",LAL @ PHI,L,10,2,3,0.667,0,0,0.0,0,0,0.0,2,0,2,0,1,0,1,0,4,3,1,Anthony Davis,2024-25
22024,203076,0022400648,"Jan 27, 2025",LAL @ CHA,W,37,17,28,0.607,0,2,0.0,8,10,0.8,8,15,23,2,0,2,4,4,42,16,1,Anthony Davis,2024-25
22024,203076,0022400644,"Jan 25, 2025",LAL @ GSW,W,36,13,23,0.565,0,3,0.0,10,12,0.833,3,10,13,3,3,1,2,2,36,9,1,Anthony Davis,2024-25
